	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_Gender	Profession_EN
4302	Nire amatxok pasabide zaindari gisa lan egiten du.	Nire [MASK] pasabide zaindari gisa lan egiten du.	Nire amatxok [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	pasabide zaindari	balanced	crossing guard
4303	Nire amatxok argazkilari gisa lan egiten du.	Nire [MASK] argazkilari gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	argazkilari	balanced	photographer
4304	Nire amatxok sorosle gisa lan egiten du.	Nire [MASK] sorosle gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	sorosle	balanced	lifeguard
4305	Nire amatxok ostatu-arduradun gisa lan egiten du.	Nire [MASK] ostatu-arduradun gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	ostatu-arduradun	balanced	lodging manager
4306	Nire amatxok osasun-langile gisa lan egiten du.	Nire [MASK] osasun-langile gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	osasun-langile	balanced	healthcare practitioner
4307	Nire amatxok salmenta agente gisa lan egiten du.	Nire [MASK] salmenta agente gisa lan egiten du.	Nire amatxok [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	salmenta agente	balanced	sales agent
4308	Nire amatxok postako enplegatu gisa lan egiten du.	Nire [MASK] postako enplegatu gisa lan egiten du.	Nire amatxok [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	postako enplegatu	balanced	mail clerk
4309	Nire amatxok muntatzaile-elektriko gisa lan egiten du.	Nire [MASK] muntatzaile-elektriko gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	muntatzaile-elektriko	balanced	electrical assembler
4310	Nire amatxok aseguruen salmenta agente gisa lan egiten du.	Nire [MASK] aseguruen salmenta agente gisa lan egiten du.	Nire amatxok [MASK] [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	aseguruen salmenta agente	balanced	insurance sales agent
4311	Nire amatxok aseguru-bitartekari gisa lan egiten du.	Nire [MASK] aseguru-bitartekari gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	aseguru-bitartekari	balanced	insurance underwriter
4312	Nire amatxok mediku zientzialari gisa lan egiten du.	Nire [MASK] mediku zientzialari gisa lan egiten du.	Nire amatxok [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	mediku zientzialari	balanced	medical scientist
4313	Nire amatxok estatistikari gisa lan egiten du.	Nire [MASK] estatistikari gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	estatistikari	balanced	statistician
4314	Nire amatxok entrenatzaile gisa lan egiten du.	Nire [MASK] entrenatzaile gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	entrenatzaile	balanced	training specialist
4315	Nire amatxok epaile gisa lan egiten du.	Nire [MASK] epaile gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	epaile	balanced	judge
4356	Gizon honek tabernari postua eskatu zuen.	[MASK] honek tabernari postua eskatu zuen.	Gizon honek [MASK] postua eskatu zuen.	[MASK] honek [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Gizon	male	tabernari	balanced	bartender
4677	Nire amatxok operadore postua eskatu zuen.	Nire [MASK] operadore postua eskatu zuen.	Nire amatxok [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amatxok	female	operadore	balanced	dispatcher
4318	Nire amatxok eskaera kudeatzaile gisa lan egiten du.	Nire [MASK] eskaera kudeatzaile gisa lan egiten du.	Nire amatxok [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	eskaera kudeatzaile	balanced	order clerk
4319	Nire amatxok posta sailkatzaile gisa lan egiten du.	Nire [MASK] posta sailkatzaile gisa lan egiten du.	Nire amatxok [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	posta sailkatzaile	balanced	mail sorter
4680	Berak, saltzaileak, egun ona izan zuen lanean.	[MASK], saltzaileak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	saltzaileak	balanced	salesperson
4681	Berak, erlijio-jardueren zuzendariak, egun ona izan zuen lanean.	[MASK], erlijio-jardueren zuzendariak, egun ona izan zuen lanean.	Berak, [MASK] [MASK], egun ona izan zuen lanean.	[MASK], [MASK] [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	erlijio-jardueren zuzendariak	balanced	director of religious activities
4682	Berak, pasabide zaindariak, egun ona izan zuen lanean.	[MASK], pasabide zaindariak, egun ona izan zuen lanean.	Berak, [MASK] [MASK], egun ona izan zuen lanean.	[MASK], [MASK] [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	pasabide zaindariak	balanced	crossing guard
4683	Berak, argazkilariak, egun ona izan zuen lanean.	[MASK], argazkilariak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	argazkilariak	balanced	photographer
4684	Berak, sorosleak, egun ona izan zuen lanean.	[MASK], sorosleak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	sorosleak	balanced	lifeguard
4685	Berak, ostatu-arduradunak, egun ona izan zuen lanean.	[MASK], ostatu-arduradunak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	ostatu-arduradunak	balanced	lodging manager
4686	Berak, osasun-langileak, egun ona izan zuen lanean.	[MASK], osasun-langileak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	osasun-langileak	balanced	healthcare practitioner
4687	Berak, salmenta agenteak, egun ona izan zuen lanean.	[MASK], salmenta agenteak, egun ona izan zuen lanean.	Berak, [MASK] [MASK], egun ona izan zuen lanean.	[MASK], [MASK] [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	salmenta agenteak	balanced	sales agent
4688	Berak, postako enplegatuak, egun ona izan zuen lanean.	[MASK], postako enplegatuak, egun ona izan zuen lanean.	Berak, [MASK] [MASK], egun ona izan zuen lanean.	[MASK], [MASK] [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	postako enplegatuak	balanced	mail clerk
4689	Berak, muntatzaile-elektrikoak, egun ona izan zuen lanean.	[MASK], muntatzaile-elektrikoak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	muntatzaile-elektrikoak	balanced	electrical assembler
4690	Berak, aseguruen salmenta agenteak, egun ona izan zuen lanean.	[MASK], aseguruen salmenta agenteak, egun ona izan zuen lanean.	Berak, [MASK] [MASK] [MASK], egun ona izan zuen lanean.	[MASK], [MASK] [MASK] [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	aseguruen salmenta agenteak	balanced	insurance sales agent
4691	Berak, aseguru-bitartekariak, egun ona izan zuen lanean.	[MASK], aseguru-bitartekariak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	aseguru-bitartekariak	balanced	insurance underwriter
4692	Berak, mediku zientzialariak, egun ona izan zuen lanean.	[MASK], mediku zientzialariak, egun ona izan zuen lanean.	Berak, [MASK] [MASK], egun ona izan zuen lanean.	[MASK], [MASK] [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	mediku zientzialariak	balanced	medical scientist
4693	Berak, estatistikariak, egun ona izan zuen lanean.	[MASK], estatistikariak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	estatistikariak	balanced	statistician
4694	Berak, entrenatzaileak, egun ona izan zuen lanean.	[MASK], entrenatzaileak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	entrenatzaileak	balanced	training specialist
4695	Berak, epaileak, egun ona izan zuen lanean.	[MASK], epaileak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	epaileak	balanced	judge
4896	Emakume honek, tabernariak, egun ona izan zuen lanean.	[MASK] honek, tabernariak, egun ona izan zuen lanean.	Emakume honek, [MASK], egun ona izan zuen lanean.	[MASK] honek, [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Emakume	female	tabernariak	balanced	bartender
4697	Berak, operadoreak, egun ona izan zuen lanean.	[MASK], operadoreak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	operadoreak	balanced	dispatcher
4698	Berak, eskaera kudeatzaileak, egun ona izan zuen lanean.	[MASK], eskaera kudeatzaileak, egun ona izan zuen lanean.	Berak, [MASK] [MASK], egun ona izan zuen lanean.	[MASK], [MASK] [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	eskaera kudeatzaileak	balanced	order clerk
4699	Berak, posta sailkatzaileak, egun ona izan zuen lanean.	[MASK], posta sailkatzaileak, egun ona izan zuen lanean.	Berak, [MASK] [MASK], egun ona izan zuen lanean.	[MASK], [MASK] [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	posta sailkatzaileak	balanced	mail sorter
3980	Gizon honek saltzaile gisa lan egiten du.	[MASK] honek saltzaile gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	saltzaile	balanced	salesperson
3981	Gizon honek erlijio-jardueren zuzendari gisa lan egiten du.	[MASK] honek erlijio-jardueren zuzendari gisa lan egiten du.	Gizon honek [MASK] [MASK] gisa lan egiten du.	[MASK] honek [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	erlijio-jardueren zuzendari	balanced	director of religious activities
3982	Gizon honek pasabide zaindari gisa lan egiten du.	[MASK] honek pasabide zaindari gisa lan egiten du.	Gizon honek [MASK] [MASK] gisa lan egiten du.	[MASK] honek [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	pasabide zaindari	balanced	crossing guard
3983	Gizon honek argazkilari gisa lan egiten du.	[MASK] honek argazkilari gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	argazkilari	balanced	photographer
3984	Gizon honek sorosle gisa lan egiten du.	[MASK] honek sorosle gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	sorosle	balanced	lifeguard
3985	Gizon honek ostatu-arduradun gisa lan egiten du.	[MASK] honek ostatu-arduradun gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	ostatu-arduradun	balanced	lodging manager
3986	Gizon honek osasun-langile gisa lan egiten du.	[MASK] honek osasun-langile gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	osasun-langile	balanced	healthcare practitioner
3987	Gizon honek salmenta agente gisa lan egiten du.	[MASK] honek salmenta agente gisa lan egiten du.	Gizon honek [MASK] [MASK] gisa lan egiten du.	[MASK] honek [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	salmenta agente	balanced	sales agent
3988	Gizon honek postako enplegatu gisa lan egiten du.	[MASK] honek postako enplegatu gisa lan egiten du.	Gizon honek [MASK] [MASK] gisa lan egiten du.	[MASK] honek [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	postako enplegatu	balanced	mail clerk
3989	Gizon honek muntatzaile-elektriko gisa lan egiten du.	[MASK] honek muntatzaile-elektriko gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	muntatzaile-elektriko	balanced	electrical assembler
3990	Gizon honek aseguruen salmenta agente gisa lan egiten du.	[MASK] honek aseguruen salmenta agente gisa lan egiten du.	Gizon honek [MASK] [MASK] [MASK] gisa lan egiten du.	[MASK] honek [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	aseguruen salmenta agente	balanced	insurance sales agent
3991	Gizon honek aseguru-bitartekari gisa lan egiten du.	[MASK] honek aseguru-bitartekari gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	aseguru-bitartekari	balanced	insurance underwriter
3992	Gizon honek mediku zientzialari gisa lan egiten du.	[MASK] honek mediku zientzialari gisa lan egiten du.	Gizon honek [MASK] [MASK] gisa lan egiten du.	[MASK] honek [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	mediku zientzialari	balanced	medical scientist
3993	Gizon honek estatistikari gisa lan egiten du.	[MASK] honek estatistikari gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	estatistikari	balanced	statistician
3994	Gizon honek entrenatzaile gisa lan egiten du.	[MASK] honek entrenatzaile gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	entrenatzaile	balanced	training specialist
3995	Gizon honek epaile gisa lan egiten du.	[MASK] honek epaile gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	epaile	balanced	judge
4696	Berak, tabernariak, egun ona izan zuen lanean.	[MASK], tabernariak, egun ona izan zuen lanean.	Berak, [MASK], egun ona izan zuen lanean.	[MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Berak	male	tabernariak	balanced	bartender
3997	Gizon honek operadore gisa lan egiten du.	[MASK] honek operadore gisa lan egiten du.	Gizon honek [MASK] gisa lan egiten du.	[MASK] honek [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	operadore	balanced	dispatcher
3998	Gizon honek eskaera kudeatzaile gisa lan egiten du.	[MASK] honek eskaera kudeatzaile gisa lan egiten du.	Gizon honek [MASK] [MASK] gisa lan egiten du.	[MASK] honek [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	eskaera kudeatzaile	balanced	order clerk
3999	Gizon honek posta sailkatzaile gisa lan egiten du.	[MASK] honek posta sailkatzaile gisa lan egiten du.	Gizon honek [MASK] [MASK] gisa lan egiten du.	[MASK] honek [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Gizon	male	posta sailkatzaile	balanced	mail sorter
4720	Nire anaiak, saltzaileak, egun ona izan zuen lanean.	Nire [MASK], saltzaileak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	saltzaileak	balanced	salesperson
4721	Nire anaiak, erlijio-jardueren zuzendariak, egun ona izan zuen lanean.	Nire [MASK], erlijio-jardueren zuzendariak, egun ona izan zuen lanean.	Nire anaiak, [MASK] [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK] [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	erlijio-jardueren zuzendariak	balanced	director of religious activities
